,State,Year, Debt at end of fiscal year,Capital outlay,Expenditure,General expenditure,General revenue,Insurance trust  revenue,Intergovernmental,License tax,Revenue,Selective sales tax,Tax,Correction,Education,Financial Aid,Health,Insurance benefits and repayments,Interest on debt,Interest on general debt,Intergovernmental,Miscellaneous general revenue,Natural Resources,Other taxes,Police protection,Transportation,Utilities,Welfare
399,MARYLAND,1992,8334681,922492,13004350,11011767,11319918,2340097,2662442,266302,13730199,1159900,6502494,{'Correction Total': 555635},{'Education Total': 3448754},"{'Assistance and Subsidies': 528406, 'Cash and Securities Total': 18922397}",{'Health Total Expenditure': 571483},1640244,471998,471998,"{'Intergovernmental Expenditure': 2558591, 'Intergovernmental to Combined and Unallocable': 979816}",1233376,"{'Natural Resources Construction': 266984, 'Parks': {'Parks Total Expenditure': 45664}}",372111,179805,{'Highways': {'Highways Total Expenditure': 971632}},{'Utilities Current Operation': 6882619},{'Welfare Institution Total Expenditure': 2677218}
400,MARYLAND,1993,8731054,939627,13537324,11406315,12070672,2699718,2794369,380066,14841507,1336381,7175001,{'Correction Total': 592323},{'Education Total': 3711509},"{'Assistance and Subsidies': 520798, 'Cash and Securities Total': 21314015}",{'Health Total Expenditure': 615986},1815443,499922,499922,"{'Intergovernmental Expenditure': 2707134, 'Intergovernmental to Combined and Unallocable': 993486}",1052176,"{'Natural Resources Construction': 250390, 'Parks': {'Parks Total Expenditure': 41512}}",400337,181928,{'Highways': {'Highways Total Expenditure': 984898}},{'Utilities Current Operation': 7054400},{'Welfare Institution Total Expenditure': 2682465}
401,MARYLAND,1994,9129956,917809,14202580,11799886,12870416,2620946,2966060,351983,15581282,1458790,7582734,{'Correction Total': 689323},{'Education Total': 3758706},"{'Assistance and Subsidies': 555303, 'Cash and Securities Total': 23458870}",{'Health Total Expenditure': 643814},2091754,479519,479519,"{'Intergovernmental Expenditure': 2804841, 'Intergovernmental to Combined and Unallocable': 1086390}",1131047,"{'Natural Resources Construction': 260380, 'Parks': {'Parks Total Expenditure': 50754}}",411603,203783,{'Highways': {'Highways Total Expenditure': 1028389}},{'Utilities Current Operation': 7353354},{'Welfare Institution Total Expenditure': 2750883}
402,MARYLAND,1995,9438060,1176562,15069402,12902430,13696205,2644535,3110667,357134,16429739,1546836,8060982,{'Correction Total': 746649},{'Education Total': 3818420},"{'Assistance and Subsidies': 577348, 'Cash and Securities Total': 25478485}",{'Health Total Expenditure': 737684},1814833,502829,502829,"{'Intergovernmental Expenditure': 3073888, 'Intergovernmental to Combined and Unallocable': 1391693}",1242202,"{'Natural Resources Construction': 313167, 'Parks': {'Parks Total Expenditure': 72328}}",439735,228723,{'Highways': {'Highways Total Expenditure': 1175293}},{'Utilities Current Operation': 7923942},{'Welfare Institution Total Expenditure': 2955844}
403,MARYLAND,1996,9690915,1226109,15554009,13355420,14011079,1941412,3239651,357725,16041152,1554654,8166692,{'Correction Total': 743494},{'Education Total': 4050459},"{'Assistance and Subsidies': 548520, 'Cash and Securities Total': 30394435}",{'Health Total Expenditure': 760690},1805498,594267,594267,"{'Intergovernmental Expenditure': 3238258, 'Intergovernmental to Combined and Unallocable': 1447336}",1286307,"{'Natural Resources Construction': 302850, 'Parks': {'Parks Total Expenditure': 68423}}",438566,274073,{'Highways': {'Highways Total Expenditure': 1220202}},{'Utilities Current Operation': 8141357},{'Welfare Institution Total Expenditure': 2923187}
404,MARYLAND,1997,9873357,1150434,16199545,14001947,14799832,5236193,3411382,349632,20128472,1599834,8604406,{'Correction Total': 741403},{'Education Total': 4400969},"{'Assistance and Subsidies': 546602, 'Cash and Securities Total': 40443157}",{'Health Total Expenditure': 779238},1839637,601837,601837,"{'Intergovernmental Expenditure': 3536070, 'Intergovernmental to Combined and Unallocable': 1497759}",1341145,"{'Natural Resources Construction': 316791, 'Parks': {'Parks Total Expenditure': 157527}}",447562,250796,{'Highways': {'Highways Total Expenditure': 1245276}},{'Utilities Current Operation': 8524965},{'Welfare Institution Total Expenditure': 3023036}
405,MARYLAND,1998,10536254,1236463,16578483,14481262,15589078,4874772,3533711,350854,20559098,1681536,9190482,{'Correction Total': 742354},{'Education Total': 4770296},"{'Assistance and Subsidies': 632884, 'Cash and Securities Total': 42235022}",{'Health Total Expenditure': 773271},1729198,614261,614261,"{'Intergovernmental Expenditure': 3710641, 'Intergovernmental to Combined and Unallocable': 1273154}",1381276,"{'Natural Resources Construction': 306531, 'Parks': {'Parks Total Expenditure': 237614}}",478986,273975,{'Highways': {'Highways Total Expenditure': 1198105}},{'Utilities Current Operation': 8655036},{'Welfare Institution Total Expenditure': 3254774}
406,MARYLAND,1999,11201353,1287701,17593437,15539590,16239823,3280723,3798047,381043,19612674,1731736,9501164,{'Correction Total': 747658},{'Education Total': 5162642},"{'Assistance and Subsidies': 673453, 'Cash and Securities Total': 43585581}",{'Health Total Expenditure': 927747},1691545,475955,475955,"{'Intergovernmental Expenditure': 4063814, 'Intergovernmental to Combined and Unallocable': 1392533}",1420211,"{'Natural Resources Construction': 334431, 'Parks': {'Parks Total Expenditure': 196662}}",505347,289397,{'Highways': {'Highways Total Expenditure': 1323383}},{'Utilities Current Operation': 9400969},{'Welfare Institution Total Expenditure': 3600129}
407,MARYLAND,2000,11365163,1392651,19370058,17280965,17956192,3308307,4164475,379190,21365680,1863397,10354447,{'Correction Total': 903548},{'Education Total': 5587021},"{'Assistance and Subsidies': 697977, 'Cash and Securities Total': 47983964}",{'Health Total Expenditure': 1059486},1704669,801111,801111,"{'Intergovernmental Expenditure': 4355724, 'Intergovernmental to Combined and Unallocable': 1571093}",1751133,"{'Natural Resources Construction': 438653, 'Parks': {'Parks Total Expenditure': 216920}}",569364,318146,{'Highways': {'Highways Total Expenditure': 1296717}},{'Utilities Current Operation': 10417926},{'Welfare Institution Total Expenditure': 3921774}
408,MARYLAND,2001,11744451,1616155,21474574,19234090,19041973,1801436,4763735,398673,20938683,1944951,10785695,{'Correction Total': 978505},{'Education Total': 6190289},"{'Assistance and Subsidies': 670957, 'Cash and Securities Total': 42038440}",{'Health Total Expenditure': 1199211},1821900,851788,851788,"{'Intergovernmental Expenditure': 5003670, 'Intergovernmental to Combined and Unallocable': 2044625}",1679861,"{'Natural Resources Construction': 401093, 'Parks': {'Parks Total Expenditure': 249393}}",569990,334336,{'Highways': {'Highways Total Expenditure': 1486752}},{'Utilities Current Operation': 11510104},{'Welfare Institution Total Expenditure': 4293965}
409,MARYLAND,2002,12308854,1881131,23317261,20704431,19909070,783665,5452843,435967,20787889,2008652,10821276,{'Correction Total': 1059972},{'Education Total': 6891617},"{'Assistance and Subsidies': 664227, 'Cash and Securities Total': 41656554}",{'Health Total Expenditure': 1341846},2137813,710689,710689,"{'Intergovernmental Expenditure': 5235506, 'Intergovernmental to Combined and Unallocable': 2052773}",1667787,"{'Natural Resources Construction': 478073, 'Parks': {'Parks Total Expenditure': 268944}}",622435,387251,{'Highways': {'Highways Total Expenditure': 1642654}},{'Utilities Current Operation': 12687895},{'Welfare Institution Total Expenditure': 4625705}
410,MARYLAND,2003,12950949,1801019,24592128,21789034,20538540,1165362,5829817,440705,21801442,2144312,10980324,{'Correction Total': 1050389},{'Education Total': 7271618},"{'Assistance and Subsidies': 668085, 'Cash and Securities Total': 40693869}",{'Health Total Expenditure': 1507476},2316275,860049,860049,"{'Intergovernmental Expenditure': 5358342, 'Intergovernmental to Combined and Unallocable': 2002625}",1626290,"{'Natural Resources Construction': 429907, 'Parks': {'Parks Total Expenditure': 271547}}",614265,397090,{'Highways': {'Highways Total Expenditure': 1715935}},{'Utilities Current Operation': 13588358},{'Welfare Institution Total Expenditure': 5051914}
411,MARYLAND,2004,15243365,1624740,25202230,22157555,22982271,5446771,6514518,558938,28536118,2248321,12227428,{'Correction Total': 1064123},{'Education Total': 7366076},"{'Assistance and Subsidies': 697114, 'Cash and Securities Total': 44652468}",{'Health Total Expenditure': 1524186},2493018,733751,733751,"{'Intergovernmental Expenditure': 5632520, 'Intergovernmental to Combined and Unallocable': 2018245}",1935362,"{'Natural Resources Construction': 484135, 'Parks': {'Parks Total Expenditure': 210960}}",865485,418856,{'Highways': {'Highways Total Expenditure': 1655814}},{'Utilities Current Operation': 14021087},{'Welfare Institution Total Expenditure': 5490400}
412,MARYLAND,2012,25812859,2396873,38930310,33521680,33249152,2707185,10374497,730878,36091785,3096937,17094560,{'Correction Total': 1408032},{'Education Total': 11532059},"{'Assistance and Subsidies': 1796653, 'Cash and Securities Total': 43307721}",{'Health Total Expenditure': 2047625},4490104,1098148,1098148,"{'Intergovernmental Expenditure': 8380215, 'Intergovernmental to Combined and Unallocable': 2002597}",2543768,"{'Natural Resources Construction': 507069, 'Parks': {'Parks Total Expenditure': 187065}}",1193206,507670,{'Highways': {'Highways Total Expenditure': 1916070}},{'Utilities Current Operation': 20768317},{'Welfare Institution Total Expenditure': 9823911}
413,MARYLAND,2013,26066617,2538420,39494734,34111774,34441630,7999876,10208954,805292,42576357,3232752,18118191,{'Correction Total': 1427364},{'Education Total': 11466122},"{'Assistance and Subsidies': 1761475, 'Cash and Securities Total': 46231644}",{'Health Total Expenditure': 2095343},4447571,1101621,1101621,"{'Intergovernmental Expenditure': 8816170, 'Intergovernmental to Combined and Unallocable': 2184381}",2683205,"{'Natural Resources Construction': 411228, 'Parks': {'Parks Total Expenditure': 92461}}",1320435,558953,{'Highways': {'Highways Total Expenditure': 1951782}},{'Utilities Current Operation': 20829477},{'Welfare Institution Total Expenditure': 10078087}
414,MARYLAND,2014,26378595,2871113,41172771,36010515,35889399,7994682,10903712,853851,44019411,3826541,18929069,{'Correction Total': 1448803},{'Education Total': 12068682},"{'Assistance and Subsidies': 1750593, 'Cash and Securities Total': 48418150}",{'Health Total Expenditure': 2105626},4194877,1141572,1141572,"{'Intergovernmental Expenditure': 8979449, 'Intergovernmental to Combined and Unallocable': 2231446}",2414919,"{'Natural Resources Construction': 450382, 'Parks': {'Parks Total Expenditure': 104409}}",1296124,587829,{'Highways': {'Highways Total Expenditure': 2192930}},{'Utilities Current Operation': 22235167},{'Welfare Institution Total Expenditure': 10933276}
415,MARYLAND,2015,26592571,2976407,43311212,38041607,38428486,3455555,12186176,851466,42022231,4040399,20001304,{'Correction Total': 1476397},{'Education Total': 12168535},"{'Assistance and Subsidies': 1722166, 'Cash and Securities Total': 32815699}",{'Health Total Expenditure': 2130721},4226133,1168899,1168899,"{'Intergovernmental Expenditure': 9368539, 'Intergovernmental to Combined and Unallocable': 2333861}",2610628,"{'Natural Resources Construction': 511040, 'Parks': {'Parks Total Expenditure': 135867}}",1349787,601949,{'Highways': {'Highways Total Expenditure': 2524010}},{'Utilities Current Operation': 23849068},{'Welfare Institution Total Expenditure': 12174866}
416,MARYLAND,2016,27871287,3160292,43902288,38555947,39687560,2712402,12120521,884363,42552859,4435188,20894199,{'Correction Total': 1483085},{'Education Total': 12596173},"{'Assistance and Subsidies': 1684225, 'Cash and Securities Total': 32066253}",{'Health Total Expenditure': 2161918},4353143,1164892,1164892,"{'Intergovernmental Expenditure': 9485836, 'Intergovernmental to Combined and Unallocable': 2376373}",2937252,"{'Natural Resources Construction': 467261, 'Parks': {'Parks Total Expenditure': 125866}}",1423869,621478,{'Highways': {'Highways Total Expenditure': 2562464}},{'Utilities Current Operation': 24053900},{'Welfare Institution Total Expenditure': 12037103}
417,MARYLAND,2017,28027363,3369126,45683724,39675688,41239799,8476143,12915509,866391,49861924,4633222,21599795,{'Correction Total': 1500365},{'Education Total': 12640485},"{'Assistance and Subsidies': 1596700, 'Cash and Securities Total': 73932995}",{'Health Total Expenditure': 2379462},4302903,1196674,1196674,"{'Intergovernmental Expenditure': 9305906, 'Intergovernmental to Combined and Unallocable': 2663677}",2830934,"{'Natural Resources Construction': 505504, 'Parks': {'Parks Total Expenditure': 206475}}",1422001,648809,{'Highways': {'Highways Total Expenditure': 2563326}},{'Utilities Current Operation': 25912415},{'Welfare Institution Total Expenditure': 13046072}
418,MARYLAND,2018,28070035,3510222,46334862,40159329,42092006,7832443,12923538,850913,50072463,4851065,22427037,{'Correction Total': 1447811},{'Education Total': 12984499},"{'Assistance and Subsidies': 1558242, 'Cash and Securities Total': 75211411}",{'Health Total Expenditure': 2347186},4427579,1239474,1239474,"{'Intergovernmental Expenditure': 9380982, 'Intergovernmental to Combined and Unallocable': 2524040}",2814693,"{'Natural Resources Construction': 516597, 'Parks': {'Parks Total Expenditure': 276646}}",1467929,666408,{'Highways': {'Highways Total Expenditure': 2811074}},{'Utilities Current Operation': 26218363},{'Welfare Institution Total Expenditure': 13047335}
419,MARYLAND,2019,28920091,3507298,48598727,42271153,43886013,7367469,13455977,913034,51389227,5007238,23606217,{'Correction Total': 1489061},{'Education Total': 13438664},"{'Assistance and Subsidies': 1521703, 'Cash and Securities Total': 79305938}",{'Health Total Expenditure': 2412016},4563537,1792695,1792695,"{'Intergovernmental Expenditure': 9548598, 'Intergovernmental to Combined and Unallocable': 2513079}",2867618,"{'Natural Resources Construction': 516323, 'Parks': {'Parks Total Expenditure': 315581}}",1429122,730343,{'Highways': {'Highways Total Expenditure': 2864143}},{'Utilities Current Operation': 27664896},{'Welfare Institution Total Expenditure': 13811430}
420,MASSACHUSETTS,1992,24008036,1574666,20367654,17811534,18234258,2161563,4626979,412046,20455525,1121714,9903246,{'Correction Total': 645378},{'Education Total': 3271297},"{'Assistance and Subsidies': 949003, 'Cash and Securities Total': 22295463}",{'Health Total Expenditure': 792392},2438327,1430372,1420544,"{'Intergovernmental Expenditure': 4047945, 'Intergovernmental to Combined and Unallocable': 3424807}",2280626,"{'Natural Resources Construction': 123079, 'Parks': {'Parks Total Expenditure': 72214}}",297094,131252,{'Highways': {'Highways Total Expenditure': 1020836}},{'Utilities Current Operation': 9927341},{'Welfare Institution Total Expenditure': 5302997}
421,MASSACHUSETTS,1993,25415253,1865585,21556575,19106929,19343370,2179141,5066717,449249,21584263,1173207,10383445,{'Correction Total': 681066},{'Education Total': 3543558},"{'Assistance and Subsidies': 995016, 'Cash and Securities Total': 23656941}",{'Health Total Expenditure': 974112},2338316,1476465,1463896,"{'Intergovernmental Expenditure': 4286839, 'Intergovernmental to Combined and Unallocable': 3738756}",2381921,"{'Natural Resources Construction': 131578, 'Parks': {'Parks Total Expenditure': 83706}}",302582,172431,{'Highways': {'Highways Total Expenditure': 1256283}},{'Utilities Current Operation': 10594354},{'Welfare Institution Total Expenditure': 5424970}
422,MASSACHUSETTS,1994,26680560,2167758,22454018,20427602,20345556,1886861,5442566,401099,22298310,1235673,11016505,{'Correction Total': 632872},{'Education Total': 3716150},"{'Assistance and Subsidies': 1010305, 'Cash and Securities Total': 21842605}",{'Health Total Expenditure': 1090006},1934313,1456263,1441298,"{'Intergovernmental Expenditure': 4451132, 'Intergovernmental to Combined and Unallocable': 4033623}",2325187,"{'Natural Resources Construction': 157697, 'Parks': {'Parks Total Expenditure': 85475}}",323896,198704,{'Highways': {'Highways Total Expenditure': 1485057}},{'Utilities Current Operation': 11434247},{'Welfare Institution Total Expenditure': 5864987}
423,MASSACHUSETTS,1995,27734128,2462054,24282382,21870398,21545392,2490022,5758080,429049,24100544,1255324,11601135,{'Correction Total': 660273},{'Education Total': 4101910},"{'Assistance and Subsidies': 979408, 'Cash and Securities Total': 29474541}",{'Health Total Expenditure': 1257183},2315314,1587657,1572622,"{'Intergovernmental Expenditure': 4740411, 'Intergovernmental to Combined and Unallocable': 4039087}",2564429,"{'Natural Resources Construction': 182028, 'Parks': {'Parks Total Expenditure': 99450}}",255594,246926,{'Highways': {'Highways Total Expenditure': 1703039}},{'Utilities Current Operation': 12197538},{'Welfare Institution Total Expenditure': 6178184}
424,MASSACHUSETTS,1996,29294682,2621376,24949729,22789668,22845324,2282573,5827457,397522,25196723,1277843,12455370,{'Correction Total': 729089},{'Education Total': 4492012},"{'Assistance and Subsidies': 883702, 'Cash and Securities Total': 33202995}",{'Health Total Expenditure': 1285098},2071656,1723374,1708322,"{'Intergovernmental Expenditure': 5159973, 'Intergovernmental to Combined and Unallocable': 4318269}",2748274,"{'Natural Resources Construction': 227954, 'Parks': {'Parks Total Expenditure': 97240}}",235180,287109,{'Highways': {'Highways Total Expenditure': 1803223}},{'Utilities Current Operation': 12489648},{'Welfare Institution Total Expenditure': 5998677}
425,MASSACHUSETTS,1997,29386049,2536074,25790660,23588935,23810978,2658231,5808872,431012,26537977,1341352,13305471,{'Correction Total': 811276},{'Education Total': 4956373},"{'Assistance and Subsidies': 779822, 'Cash and Securities Total': 35435241}",{'Health Total Expenditure': 1325680},2106276,1788002,1770908,"{'Intergovernmental Expenditure': 5636518, 'Intergovernmental to Combined and Unallocable': 4218634}",2789551,"{'Natural Resources Construction': 202166, 'Parks': {'Parks Total Expenditure': 142859}}",261854,266975,{'Highways': {'Highways Total Expenditure': 2144031}},{'Utilities Current Operation': 12943968},{'Welfare Institution Total Expenditure': 5881466}
426,MASSACHUSETTS,1998,32833163,2915829,27194316,25152926,25801142,2357266,6458265,450609,28234686,1408131,14488496,{'Correction Total': 861816},{'Education Total': 5477503},"{'Assistance and Subsidies': 690824, 'Cash and Securities Total': 46252146}",{'Health Total Expenditure': 1396566},1931114,1799050,1775250,"{'Intergovernmental Expenditure': 6215380, 'Intergovernmental to Combined and Unallocable': 4781019}",3156037,"{'Natural Resources Construction': 251467, 'Parks': {'Parks Total Expenditure': 141430}}",280379,306873,{'Highways': {'Highways Total Expenditure': 2386682}},{'Utilities Current Operation': 13642119},{'Welfare Institution Total Expenditure': 6181247}
427,MASSACHUSETTS,1999,35797930,2855127,28030302,25819550,25663761,2373519,5454495,427572,28119894,1465576,14731769,{'Correction Total': 781604},{'Education Total': 5851290},"{'Assistance and Subsidies': 651307, 'Cash and Securities Total': 52800097}",{'Health Total Expenditure': 1374227},2093988,1931672,1901897,"{'Intergovernmental Expenditure': 6751995, 'Intergovernmental to Combined and Unallocable': 5215113}",3793499,"{'Natural Resources Construction': 216879, 'Parks': {'Parks Total Expenditure': 147402}}",282536,427845,{'Highways': {'Highways Total Expenditure': 2257056}},{'Utilities Current Operation': 13746213},{'Welfare Institution Total Expenditure': 6076046}
428,MASSACHUSETTS,2000,38961069,3425209,29478165,26821422,27418165,4497286,5786537,450703,32010543,1494582,16152874,{'Correction Total': 765464},{'Education Total': 5649637},"{'Assistance and Subsidies': 597580, 'Cash and Securities Total': 59247772}",{'Health Total Expenditure': 1486938},2350994,2171984,2127688,"{'Intergovernmental Expenditure': 6240692, 'Intergovernmental to Combined and Unallocable': 5114469}",3723077,"{'Natural Resources Construction': 214474, 'Parks': {'Parks Total Expenditure': 156498}}",294033,444636,{'Highways': {'Highways Total Expenditure': 2788211}},{'Utilities Current Operation': 14691706},{'Welfare Institution Total Expenditure': 6541200}
429,MASSACHUSETTS,2001,42149219,3229401,32435081,29487838,29287698,-89618,6096675,496082,29303913,1504410,17225270,{'Correction Total': 1033143},{'Education Total': 6564905},"{'Assistance and Subsidies': 593253, 'Cash and Securities Total': 63253831}",{'Health Total Expenditure': 1811736},2649145,2425546,2371876,"{'Intergovernmental Expenditure': 6886054, 'Intergovernmental to Combined and Unallocable': 5206406}",4040191,"{'Natural Resources Construction': 296254, 'Parks': {'Parks Total Expenditure': 267457}}",354679,327536,{'Highways': {'Highways Total Expenditure': 2561542}},{'Utilities Current Operation': 16651682},{'Welfare Institution Total Expenditure': 7263888}
430,MASSACHUSETTS,2002,45216090,3486483,32847974,28470834,26475973,296655,5430664,500661,26885248,1514953,14822592,{'Correction Total': 1070950},{'Education Total': 6553103},"{'Assistance and Subsidies': 606723, 'Cash and Securities Total': 58371151}",{'Health Total Expenditure': 1908195},4044237,2735631,2687146,"{'Intergovernmental Expenditure': 6283972, 'Intergovernmental to Combined and Unallocable': 4814986}",4361334,"{'Natural Resources Construction': 287026, 'Parks': {'Parks Total Expenditure': 263913}}",385913,362699,{'Highways': {'Highways Total Expenditure': 2743702}},{'Utilities Current Operation': 15690928},{'Welfare Institution Total Expenditure': 5987846}
431,MASSACHUSETTS,2003,48478722,3218802,32710435,27870663,27012438,3238111,5130127,597079,30371289,1702851,15608027,{'Correction Total': 1049512},{'Education Total': 6774160},"{'Assistance and Subsidies': 599566, 'Cash and Securities Total': 59207225}",{'Health Total Expenditure': 1878337},4551161,2530478,2476785,"{'Intergovernmental Expenditure': 6435841, 'Intergovernmental to Combined and Unallocable': 5138825}",4082346,"{'Natural Resources Construction': 266116, 'Parks': {'Parks Total Expenditure': 342004}}",389269,424923,{'Highways': {'Highways Total Expenditure': 2429436}},{'Utilities Current Operation': 15374587},{'Welfare Institution Total Expenditure': 5292878}
432,MASSACHUSETTS,2004,57163315,3379124,36981953,32450638,33138225,8505465,9078391,664556,41774066,1859410,16839243,{'Correction Total': 972276},{'Education Total': 7547927},"{'Assistance and Subsidies': 702842, 'Cash and Securities Total': 74700075}",{'Health Total Expenditure': 686758},4318252,2838927,2779802,"{'Intergovernmental Expenditure': 5393684, 'Intergovernmental to Combined and Unallocable': 4335186}",4502452,"{'Natural Resources Construction': 272138, 'Parks': {'Parks Total Expenditure': 305471}}",440663,407951,{'Highways': {'Highways Total Expenditure': 2752694}},{'Utilities Current Operation': 20349124},{'Welfare Institution Total Expenditure': 10552819}
433,MASSACHUSETTS,2012,70606494,3905632,55628081,44596980,44931840,3520098,13390982,899682,49125351,2233787,22820892,{'Correction Total': 1218541},{'Education Total': 11180454},"{'Assistance and Subsidies': 1039601, 'Cash and Securities Total': 55930507}",{'Health Total Expenditure': 768296},8667342,2840471,2474442,"{'Intergovernmental Expenditure': 7805400, 'Intergovernmental to Combined and Unallocable': 5185407}",4031557,"{'Natural Resources Construction': 255604, 'Parks': {'Parks Total Expenditure': 128814}}",651700,511771,{'Highways': {'Highways Total Expenditure': 2366166}},{'Utilities Current Operation': 31369635},{'Welfare Institution Total Expenditure': 16192751}
434,MASSACHUSETTS,2013,70423629,3742119,56369796,45902488,46016108,10306497,13566816,945922,57106380,2271014,23901047,{'Correction Total': 1278325},{'Education Total': 11494213},"{'Assistance and Subsidies': 1037748, 'Cash and Securities Total': 56986948}",{'Health Total Expenditure': 681149},8117280,2806113,2441953,"{'Intergovernmental Expenditure': 8251203, 'Intergovernmental to Combined and Unallocable': 5225013}",3701206,"{'Natural Resources Construction': 266137, 'Parks': {'Parks Total Expenditure': 132895}}",735158,544811,{'Highways': {'Highways Total Expenditure': 2417180}},{'Utilities Current Operation': 32415333},{'Welfare Institution Total Expenditure': 16907709}
435,MASSACHUSETTS,2014,71823536,4015949,59856963,49724381,48650789,11681574,13844021,1012557,61139981,2414450,25237003,{'Correction Total': 1207054},{'Education Total': 7095514},"{'Assistance and Subsidies': 457578, 'Cash and Securities Total': 53933146}",{'Health Total Expenditure': 1102624},7730706,2617522,2259714,"{'Intergovernmental Expenditure': 9103108, 'Intergovernmental to Combined and Unallocable': 5236394}",4449728,"{'Natural Resources Construction': 376419, 'Parks': {'Parks Total Expenditure': 90459}}",850575,554638,{'Highways': {'Highways Total Expenditure': 2899581}},{'Utilities Current Operation': 35932100},{'Welfare Institution Total Expenditure': 18098756}
436,MASSACHUSETTS,2015,72751021,5209648,61499719,51122359,51724151,5775831,14934619,1213135,58340322,2470238,26973576,{'Correction Total': 1378933},{'Education Total': 12323712},"{'Assistance and Subsidies': 995832, 'Cash and Securities Total': 60571254}",{'Health Total Expenditure': 928106},6664682,2753754,2398116,"{'Intergovernmental Expenditure': 8823654, 'Intergovernmental to Combined and Unallocable': 5182999}",4519919,"{'Natural Resources Construction': 312653, 'Parks': {'Parks Total Expenditure': 192979}}",766985,577613,{'Highways': {'Highways Total Expenditure': 3164073}},{'Utilities Current Operation': 37052149},{'Welfare Institution Total Expenditure': 19895426}
437,MASSACHUSETTS,2016,77692592,5078591,64190467,54034767,54141039,4786684,16267399,1122219,59808158,2621433,27310432,{'Correction Total': 1401374},{'Education Total': 12593196},"{'Assistance and Subsidies': 984640, 'Cash and Securities Total': 61408909}",{'Health Total Expenditure': 1205993},6658364,2716160,2374790,"{'Intergovernmental Expenditure': 8997061, 'Intergovernmental to Combined and Unallocable': 5362513}",4955896,"{'Natural Resources Construction': 308691, 'Parks': {'Parks Total Expenditure': 225282}}",712697,573225,{'Highways': {'Highways Total Expenditure': 3119467}},{'Utilities Current Operation': 39755651},{'Welfare Institution Total Expenditure': 22023118}
438,MASSACHUSETTS,2017,78183607,4872570,65392160,55425654,54733887,12772522,16370478,1112162,68432620,2568427,27509262,{'Correction Total': 1454575},{'Education Total': 13183331},"{'Assistance and Subsidies': 1022829, 'Cash and Securities Total': 101431667}",{'Health Total Expenditure': 1484458},6704516,2844746,2530836,"{'Intergovernmental Expenditure': 9215482, 'Intergovernmental to Combined and Unallocable': 6686212}",5047423,"{'Natural Resources Construction': 257190, 'Parks': {'Parks Total Expenditure': 202643}}",667100,571887,{'Highways': {'Highways Total Expenditure': 3054300}},{'Utilities Current Operation': 40732017},{'Welfare Institution Total Expenditure': 22478805}
439,MASSACHUSETTS,2018,78592180,4845212,67437097,56879115,58177867,12005465,17184464,1154719,71117614,2532057,29654803,{'Correction Total': 1504408},{'Education Total': 13317694},"{'Assistance and Subsidies': 1040193, 'Cash and Securities Total': 106113610}",{'Health Total Expenditure': 1593860},6859854,2896976,2581293,"{'Intergovernmental Expenditure': 9479779, 'Intergovernmental to Combined and Unallocable': 6806337}",5315465,"{'Natural Resources Construction': 281180, 'Parks': {'Parks Total Expenditure': 202272}}",788444,599597,{'Highways': {'Highways Total Expenditure': 2602040}},{'Utilities Current Operation': 42315083},{'Welfare Institution Total Expenditure': 23960508}
440,MASSACHUSETTS,2019,78663118,4239689,69274063,58584003,61334541,9431888,17753608,1199646,71719267,2723947,31805410,{'Correction Total': 1607730},{'Education Total': 13405242},"{'Assistance and Subsidies': 1084666, 'Cash and Securities Total': 109128749}",{'Health Total Expenditure': 1725067},7201637,3055001,2748254,"{'Intergovernmental Expenditure': 9908172, 'Intergovernmental to Combined and Unallocable': 7224405}",5729050,"{'Natural Resources Construction': 287917, 'Parks': {'Parks Total Expenditure': 224698}}",950183,600701,{'Highways': {'Highways Total Expenditure': 2433337}},{'Utilities Current Operation': 43784898},{'Welfare Institution Total Expenditure': 24818872}
441,MICHIGAN,1992,10356583,1053852,25527211,21845184,22079192,3774516,6134453,730604,26298149,1323038,11279170,{'Correction Total': 854828},{'Education Total': 7415632},"{'Assistance and Subsidies': 1426744, 'Cash and Securities Total': 31201931}",{'Health Total Expenditure': 1343071},3301399,637860,637860,"{'Intergovernmental Expenditure': 6976517, 'Intergovernmental to Combined and Unallocable': 2220187}",2140249,"{'Natural Resources Construction': 238690, 'Parks': {'Parks Total Expenditure': 94194}}",588889,205664,{'Highways': {'Highways Total Expenditure': 1482396}},{'Utilities Current Operation': 12130839},{'Welfare Institution Total Expenditure': 5579489}
442,MICHIGAN,1993,11007877,1186649,27050527,23357795,24327143,3666916,6621344,764939,28448915,1370333,12865907,{'Correction Total': 909743},{'Education Total': 7952268},"{'Assistance and Subsidies': 1431157, 'Cash and Securities Total': 33032886}",{'Health Total Expenditure': 1470953},3318592,650698,650698,"{'Intergovernmental Expenditure': 7693539, 'Intergovernmental to Combined and Unallocable': 2167941}",2125518,"{'Natural Resources Construction': 341293, 'Parks': {'Parks Total Expenditure': 88618}}",529204,201056,{'Highways': {'Highways Total Expenditure': 1635383}},{'Utilities Current Operation': 12769892},{'Welfare Institution Total Expenditure': 6197064}
